,CreditScore,Age,Balance,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Tenure_1,Tenure_2,Tenure_3,Tenure_4,Tenure_5,Tenure_6,Tenure_7,Tenure_8,Tenure_9,Tenure_10,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,HasCrCard_1,IsActiveMember_1
2048,567,-0.37395771201236494,1.4365508050446651,0.48231767301934864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2049,720,0.5795781950006519,0.42305974985513267,-1.1208443854160715,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2050,492,0.9609925578058587,-1.225847671409028,1.4393719322548262,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2051,712,-0.18325053060976157,0.4871537607683454,1.2049981109892958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2052,689,-1.2321400283240802,0.7090726423390666,0.8517765556276895,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2053,850,2.295942827624082,1.4960774104841343,1.4609720273382794,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2054,747,0.19816383219544517,-1.225847671409028,-1.344866534524667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2055,469,-0.0878969399084599,0.5948225957047285,-1.5326656561343368,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2056,539,-0.0878969399084599,-1.225847671409028,0.9179623964592087,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2057,743,-0.66001848411627,-1.225847671409028,1.3070014678218413,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2058,707,0.7702853764032553,-1.225847671409028,1.290490785483041,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2059,581,1.0563461485071604,-1.225847671409028,-0.33714698709276536,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2060,737,-0.0878969399084599,1.118642523553636,1.711529096058157,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2061,445,-0.0878969399084599,0.6880074118512616,1.3157582208283742,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2062,703,-0.9460792562201751,0.7308159798013755,-0.3002412674237044,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2063,588,-0.37395771201236494,0.4259162614615098,1.387220927832821,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2064,765,0.4842246042993502,-1.225847671409028,1.040031442947477,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2065,626,-0.5646648934149683,-1.225847671409028,0.6679817731147759,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2066,545,-0.18325053060976157,0.544889176525221,0.4747967562973668,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2067,744,-0.7553720748175716,0.7089173396545254,-0.7151878632499252,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2068,658,-0.7553720748175716,-0.639785023987606,0.061813378657804674,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2069,629,-1.0414328469214766,0.5147123743977294,0.3400846890210209,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2070,719,0.29351742289674687,-1.225847671409028,-1.245476396727472,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2071,686,-0.27860412131106327,-1.225847671409028,0.9196851247652521,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2072,743,-0.27860412131106327,-1.225847671409028,1.5792826152006447,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2073,626,0.865638967104557,-1.225847671409028,-0.07469027736762396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2074,661,0.4842246042993502,1.0361642969173308,1.5589680889439383,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2075,710,0.5795781950006519,0.5087882741617135,1.5386455637468786,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2076,654,0.10281024149414347,-1.225847671409028,1.4568963933383763,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077,569,-0.4693113027136666,1.0957646270574077,1.6774313522330433,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2078,640,2.295942827624082,-0.1290733479067709,0.21584966859714413,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2079,562,0.5795781950006519,0.9675461537242097,-0.925551126145602,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2080,721,1.5331141020136687,-0.5203200766828816,-0.595153155961455,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2081,456,-0.66001848411627,0.906729526295192,0.4360757988381791,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2082,811,0.007456650792841798,-1.225847671409028,1.3464155508516247,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2083,534,-1.4228472097266835,-1.225847671409028,1.2096324535838612,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2084,423,-0.27860412131106327,0.3394496887934093,0.3179111046922535,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2085,594,-1.0414328469214766,1.7393761346889498,-1.4538790497866052,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2086,725,-0.66001848411627,-1.225847671409028,0.6683453771208259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2087,716,1.2470533299097637,-0.16851349839454816,-1.4864507349043568,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2088,595,0.19816383219544517,1.1856409671286203,-0.32242441570289404,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2089,679,-0.5646648934149683,-1.225847671409028,-0.5300473459676096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2090,667,0.007456650792841798,-1.225847671409028,-0.5428226970515282,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2091,661,-0.18325053060976157,0.9606535353017307,-0.33017243277490055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2092,655,-0.0878969399084599,2.7953233217054727,-0.3310211899023656,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2093,555,1.5331141020136687,1.1269128322509516,-0.451078850671849,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2094,531,2.963417962533194,-1.225847671409028,-0.010208210831311139,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2095,611,0.10281024149414347,0.8334260181073551,-1.5646756765272958,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2096,600,-0.0878969399084599,-1.225847671409028,-0.7170248372910114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2097,531,-0.18325053060976157,1.0725565721193275,-0.27279481639218633,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2098,601,0.38887101359804854,-1.225847671409028,-0.8759947345281257,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2099,548,1.723821283416272,-0.005132509919709917,0.581614953552445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2100,759,0.10281024149414347,-1.225847671409028,0.4264713320442269,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2101,678,0.9609925578058587,-1.225847671409028,-0.03477017441550451,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2102,755,-0.5646648934149683,0.22557211216822898,-0.9995641040026201,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2103,594,2.1052356462214785,-0.22589679857047704,1.6057676283797238,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2104,768,0.29351742289674687,-1.225847671409028,-0.6851934019359351,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2105,492,-0.7553720748175716,-1.225847671409028,-0.8803494619903484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2106,637,1.5331141020136687,0.751548166967739,-0.3244483215022316,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2107,646,0.29351742289674687,0.37424229826330424,-1.342094901692324,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2108,593,3.3448323253384005,1.3614783848555048,-0.6009303036864649,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2109,596,0.19816383219544517,-1.225847671409028,0.7123162478017508,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2110,722,0.865638967104557,0.9908899582740619,-1.6800836923815385,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2111,642,-1.3274936190253819,-1.225847671409028,0.034665670659473624,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2112,472,-1.0414328469214766,-1.225847671409028,-1.7091382782040414,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2113,738,-0.37395771201236494,0.4048279519369926,-0.259179576571194,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2114,732,-0.5646648934149683,-1.225847671409028,0.3441711042014,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2115,404,1.437760511312367,0.7848504155877378,-0.2847375821193538,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2116,701,0.4842246042993502,-1.225847671409028,-1.3331183517160887,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2117,683,-0.7553720748175716,-1.225847671409028,-0.3958338213432699,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2118,460,-1.1367864376227785,-1.225847671409028,0.9748246028591717,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2119,690,-0.9460792562201751,-1.225847671409028,0.14759314555422248,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2120,618,1.437760511312367,0.6725507078266534,0.5822367842198936,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2121,671,-0.8507256655188734,-1.225847671409028,0.03421494775957822,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2122,765,-0.66001848411627,1.6285090901859813,-0.9188814010111926,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2123,651,-1.3274936190253819,0.5239141786601164,0.2517271766508186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2124,704,-0.66001848411627,0.822179154758542,1.4671875517726398,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2125,544,0.5795781950006519,-1.225847671409028,0.8922485854641712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2126,790,0.10281024149414347,-1.225847671409028,-0.5126823420210981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2127,710,-0.4693113027136666,0.9259577295691555,0.8170122914031549,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2128,743,-0.18325053060976157,-0.11767070106015175,0.09894237309672121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2129,702,-0.4693113027136666,0.3777410161204107,0.1635645949792206,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2130,704,0.5795781950006519,-1.225847671409028,0.6546821436577152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2131,614,-0.0878969399084599,0.6372857794596035,0.08782628046604417,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2132,609,0.38887101359804854,0.15334145864532428,0.22929519177064503,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2133,688,-0.66001848411627,0.7480181962484183,1.25967643278286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2134,713,0.4842246042993502,-0.20910535692269033,-0.6210453781043674,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2135,736,1.723821283416272,0.30146191490760627,-1.2460227591315889,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2136,727,-1.9949687539344936,0.914583450705162,-0.9242050435961843,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2137,850,-0.0878969399084599,0.4869984580838041,-1.2303975247118732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2138,718,0.5795781950006519,0.46126709513187664,1.628206394970197,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2139,643,1.151699739208462,0.4606774577981021,-1.132415026526813,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2140,653,0.19816383219544517,0.42123297999094134,-0.7725305277410965,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2141,674,-1.9949687539344936,-1.225847671409028,-0.7709782116425754,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2142,690,-0.37395771201236494,0.5802464210391188,1.3367284863040263,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2143,819,-0.0878969399084599,0.7348168269780564,1.415763755362734,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2144,634,-0.4693113027136666,-1.225847671409028,-0.6624282438010548,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2145,633,-0.5646648934149683,0.9834477702898777,-0.03027616105713354,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2146,850,0.9609925578058587,0.7372563132127343,-0.7015079363460774,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2147,665,-0.5646648934149683,0.39747583630442085,1.0389974929618373,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2148,630,-1.2321400283240802,-1.225847671409028,-1.6247169400475865,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2149,836,1.723821283416272,0.3968499777046956,-1.0946135994282142,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2150,668,-0.0878969399084599,0.16815755913008595,-1.0954286218941902,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2151,753,1.723821283416272,-1.225847671409028,1.0326430304113436,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2152,745,1.5331141020136687,0.5391150900278332,-0.8440986120901942,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2153,693,-0.27860412131106327,1.6287698512466098,-0.7193935669755699,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2154,606,2.486650009026685,0.7984825935433906,-1.603762498562633,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2155,660,-0.37395771201236494,0.38918437182345234,-1.4066072250899724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2156,608,0.29351742289674687,-1.225847671409028,1.3635419777076048,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2157,744,0.4842246042993502,-1.225847671409028,1.5463325454261911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2158,731,0.10281024149414347,0.6812466965344351,0.9730606626213099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2159,683,3.154125143935797,1.0339307590310902,-0.8210013240406532,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2160,727,-1.0414328469214766,-1.225847671409028,-1.3987218349119022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2161,561,-0.66001848411627,1.4478681876723203,0.6844613291422027,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2162,700,-0.4693113027136666,-0.0026156127493937383,0.48769278704661234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2163,605,-0.37395771201236494,-1.225847671409028,-0.9543721776877964,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2164,767,3.6308930974423057,1.1635330129404797,1.565994114704075,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2165,511,-0.5646648934149683,-1.225847671409028,1.0124507488300334,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2166,667,0.10281024149414347,-1.225847671409028,-0.059471076115830857,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2167,787,-0.5646648934149683,0.8030049628413278,-0.6595075872321337,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2168,705,1.6284676927149704,1.0700303792258914,-0.20278756875198584,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2169,773,0.38887101359804854,0.0858896081616015,-1.1160570196147517,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
2170,554,0.10281024149414347,-1.225847671409028,1.1944469869935572,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2171,526,1.819174874117574,1.8240933484284974,1.585416411331398,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2172,661,-0.37395771201236494,0.6527246933934129,-0.2962774446987367,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2173,698,0.6749317857019536,-1.225847671409028,0.449884404347707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2174,646,-1.2321400283240802,1.015514168548166,1.1234343073289752,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2175,757,-0.4693113027136666,0.4066954306576067,1.5114818578678413,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2176,699,-0.37395771201236494,1.4579824152402734,-0.7784316590415792,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2177,667,-1.4228472097266835,-1.225847671409028,-1.1434083528120709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2178,774,0.38887101359804854,0.6390678336901654,-1.4447842546051504,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2179,745,0.10281024149414347,0.1920196803794285,0.28241789355554214,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2180,649,0.29351742289674687,-1.225847671409028,-1.3409741805928543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2181,634,0.6749317857019536,0.7557818880356878,-0.8757984127094598,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2182,665,-0.0878969399084599,-1.225847671409028,-0.22044905516158417,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2183,713,-0.0878969399084599,-0.06729861991202771,-1.2859748578451207,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2184,652,0.10281024149414347,-1.225847671409028,0.4601950384628303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2185,739,0.10281024149414347,0.5320314284681269,1.6211949759707047,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2186,556,-0.18325053060976157,1.098381853928986,-0.15932184854335885,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2187,699,-0.4693113027136666,-1.225847671409028,-0.4100288104498529,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2188,708,-0.66001848411627,1.779036978465286,0.3482192635800905,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2189,480,-0.37395771201236494,1.4297306291540877,1.7022847554701008,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2190,700,1.9145284648188756,0.9802583756331477,0.7457587740779422,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2191,525,0.7702853764032553,0.6743263512136841,-0.3054835294851039,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2192,845,-0.5646648934149683,1.4087771076148121,0.8794440208589632,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2193,613,-0.18325053060976157,0.5096718486713896,0.24454499766378895,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2194,850,-0.4693113027136666,-1.225847671409028,1.2453379844199444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2195,798,1.819174874117574,-1.225847671409028,0.33006619011879285,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2196,773,0.7702853764032553,0.6666248446086664,0.746288095261307,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2197,614,-0.37395771201236494,0.8141433226633767,-1.196152669940266,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2198,473,0.865638967104557,-1.225847671409028,-0.5034192213122133,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2199,762,-0.9460792562201751,1.040210180269818,-0.7993262823638919,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2200,701,-0.18325053060976157,0.8591429566613376,0.34675493582545325,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2201,600,-0.37395771201236494,1.0779654008065296,0.06931725415903436,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2202,850,-1.0414328469214766,0.3353214261015473,1.317449822823044,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2203,613,-0.8507256655188734,0.5680257505579294,1.3164452602487011,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2204,509,-0.7553720748175716,-1.225847671409028,-1.4733583823364453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2205,509,-0.0878969399084599,-1.225847671409028,1.1888838978679956,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,609,-0.4693113027136666,-1.225847671409028,1.4100333840497887,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2207,456,-0.5646648934149683,1.791827412665303,-0.7255786606585869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,728,0.6749317857019536,0.5324146366401994,-1.3878747501230995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2209,663,-0.5646648934149683,-1.225847671409028,-0.14912146069310214,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2210,673,-0.4693113027136666,0.8115631184131908,-0.40667899334198815,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2211,717,0.10281024149414347,0.34867216802618406,0.1877473044566733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2212,741,-0.18325053060976157,1.5122248828992202,0.16959353543534508,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2213,498,0.19816383219544517,0.17718242411101404,-1.5217641437731313,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2214,850,-1.2321400283240802,-0.22237500167665863,1.3785106034583372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2215,493,-0.27860412131106327,-1.225847671409028,-0.5959855674281985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2216,686,0.7702853764032553,0.5904874230378996,0.4187386172928959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2217,666,-0.37395771201236494,0.4543140545091167,1.3028687978994204,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2218,733,-0.7553720748175716,0.4135628865192263,0.2669458562325887,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2219,631,-0.4693113027136666,0.781192227997795,0.4896184449916132,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2220,714,0.9609925578058587,1.0261356541105184,0.7272897424726981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2221,767,-0.37395771201236494,0.8937890783565465,0.269117916318466,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2222,711,0.38887101359804854,-0.6000966135840862,1.309973421943027,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2223,722,-0.4693113027136666,-1.225847671409028,0.5800492479233328,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
2224,631,1.5331141020136687,0.3718156337156886,0.2501362569705935,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2225,701,-0.0878969399084599,0.7837192222466725,-0.83546462542908,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2226,790,0.6749317857019536,0.8795594097837935,1.3946055147887848,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2227,633,1.819174874117574,0.34975351705879504,0.5554723297984796,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2228,644,-0.18325053060976157,-1.225847671409028,-1.3758413877019326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2229,757,0.4842246042993502,1.0316693339754892,1.0197755176233572,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2230,696,-0.8507256655188734,-1.225847671409028,1.6701126695899882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
2231,746,-0.37395771201236494,1.5352066350606526,-1.3513908876126597,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2232,649,-0.27860412131106327,-1.225847671409028,1.0707783263246797,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2233,565,-0.0878969399084599,0.7366359038300105,-0.5695054231693345,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,720,-0.0878969399084599,-1.225847671409028,-0.7626906138767513,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2235,648,1.6284676927149704,1.2993770243828513,0.7112273485736856,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2236,632,0.19816383219544517,0.8023941697239008,1.3485914365176703,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2237,622,-0.8507256655188734,1.3158084971663662,0.7347254530909186,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2238,835,-1.0414328469214766,1.3957002689800422,0.9471621804381207,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2239,493,-0.7553720748175716,-1.225847671409028,1.3299114763331155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2240,785,-0.5646648934149683,0.8129840818818627,1.5975551510972155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2241,681,0.29351742289674687,0.6685561112224151,-1.576093120541275,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2242,621,-0.8507256655188734,0.3931159818899973,1.1331902323196132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
